微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,,,,,,,,,,
J3oWhlwZt,【政协委员连玉明：建议对个人信息进行分类分级保护】针对突然增加信息曝光后的个人信息保护，部分代表委员提出这一问题，并形成议案、提案、建议等。全国政协委员、北京国际城市发展研究院院长连玉明提醒，《个人信息保护法》应充分考虑根据应用场景对个人信息进行分类分级保护的条款。借鉴欧盟GDPR，个人信息分为一般个人信息和特殊类型信息，后者也被称为敏感个人信息。因此，在突发公共卫生事件应急处置中，姓名、出生日期、身份证件号码、生物识别信息、住址、电话、电子邮箱、定位数据、在线活动等行踪信息，也应“升格”为特殊类型信息，从个人信息权高度加以法律保护。基因数据、生物数据和健康数据等本身作为特殊类型信息，更应特别保护！图/人民日报                  原图                             ,,http://wx3.sinaimg.cn/large/005Y2yg1ly1gf3eqiaxc4j30j50raafb.jpg,无,无,5/24/20 14:04,紫宝宝的Android,702,101,140,,,,,,,,,,
J3pShzI15,"【王毅回应对中国的诉讼：滥诉是三无产品】王毅:针对中国的这些""滥诉""，没有事实基础、没有法律依据、没有国际先例，是彻头彻尾的""三无产品""。在这场突如其来的疫情中，中国同其他国家一样，也是受害者。对受害者鼓噪所谓""追责索赔""，为滥诉者伪造各种所谓""证据""，是对国际法治的践踏，也是对人类良知的背弃，于实不符、于理不通、于法不容！ 人民日报的微博视频                                 ",,无,"http://f.video.weibocdn.com/JRMsDWdrlx07DwibBFIQ01041200cWw40E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622346390&ssig=JqLPzjPtUW&KID=unistore,video",无,5/24/20 16:27,紫宝宝的Android,426,48,43,,,,,,,,,,
J3pZSgBRr,【王毅谈台湾问题提三个坚决反对】王毅：我们坚决反对以防疫合作为幌子，与台湾当局开展官方的往来；坚决反对违反一中原则为台湾谋求国际空间；坚决反对外部势力对“台独”借疫谋独予以鼓励和纵容。两岸实现统一是历史必然趋势，任何人任何势力都不可能阻挡。不要误判14亿中国人捍卫国家统一的决心！央视新闻的微博视频                                 ,,无,"http://f.video.weibocdn.com/Jhokz8ZWlx07DwkoAkNi01041200dvxC0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622346385&ssig=inrvNaQ2Q%2B&KID=unistore,video",无,5/24/20 16:46,紫宝宝的Android,577,69,107,,,,,,,,,,
J3q7Xs96U,【人大代表建议通过调剂周末再增6个小长假，你赞成吗？】全国人大代表，中国铁路上海局集团有限公司党委委员吴向东建议，在目前全年11天法定假基础上，对没有法定假日的五六个月里，通过调剂周末双休日，每月凑成一个3天小长假。这样一来，全年月月都有小长假了。你怎么看？现代快报的微博视频  ,,无,"http://f.video.weibocdn.com/y83KFJjJlx07Dv5R19by01041200hq3Q0E010.mp4?label=mp4_hd&template=848x478.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1622346371&ssig=TJOlomJDhE&KID=unistore,video",无,5/24/20 17:06,紫宝宝的Android,2554,205,630,,,,,,,,,,
J3qkIbYFH,【王毅：政治病毒正在美国扩散】王毅：我们为美方在华采购提供了便利和支持，仅口罩一项就向美方出口了120亿以上，相当于为每一位美国人提供了将近40只口罩。但令人遗憾的是，除了新冠病毒的肆虐，还有一种政治病毒也正在美国扩散，这种政治病毒就是利用一切机会对中国进行攻击抹黑。中方愿意本着不冲突不对抗，相互尊重、合作共赢的精神，同美方共同建设一个协调合作稳定的中美关系，同时我们也必须维护中国的主权和领土完整，维护自身的正当发展权利，维护中国人民历经磨难所赢得的地位和尊严！ 央视新闻的微博视频                                 ,,无,"http://f.video.weibocdn.com/5fUCbjK6lx07DwfCYgSQ01041200D9mV0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622346370&ssig=rSR0cBAIE4&KID=unistore,video",无,5/24/20 17:37,紫宝宝的Android,743,88,96,,,,,,,,,,
J3qOhD2RO,【《纽约时报》头版列千名死者生前信息】当地时间23日，纽约时报提前公布次日头版——《美国接近10万人死亡，无法计算的损失》。整个头版列出了1000名新冠肺炎死者的姓名、年龄和身份，并在导语中写道：“他们不仅是一个个名字，他们曾经是我们……”图/央视  原图 ,,http://wx2.sinaimg.cn/large/005Y2yg1ly1gf3qhi1nyaj30u01i67v7.jpg,无,无,5/24/20 18:50,紫宝宝的Android,1048,88,189,,,,,,,,,,
J3ra6b9P5,"【政协委员说台独势力是蚍蜉撼树 任何分裂祖国的企图和行径绝不会得逞！】何报翔：众所周知，""台独""势力从未停止过兴风作浪，但祖国统一的洪流依然滚滚向前。螳臂当车，蚍蜉撼树，何等可笑！我们有底气战胜艰难险阻，有信心应对风云变幻，有责任推动两岸关系和平发展，有能力推进祖国和平统一进程。任何分裂祖国的企图和行径绝不会得逞！央视新闻的微博视频                                 ",,无,"http://f.video.weibocdn.com/4GnuLmUblx07DvVHJ4fK01041200f51P0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622346363&ssig=%2BQ6PKqeMI5&KID=unistore,video",无,5/24/20 19:44,紫宝宝的Android,741,99,141,,,,,,,,,,
J3rKXtBvc,国防部就美国售台武器发表谈话：中国人民解放军将采取一切必要措施坚定捍卫国家主权和领土完整，坚定维护台海地区和平稳定！  原图 ,,http://wx2.sinaimg.cn/large/005Y2yg1ly1gf3unqaymhj30hl12u0x9.jpg,无,无,5/24/20 21:15,紫宝宝的Android,1347,140,252,,,,,,,,,,
J3rMzCrXe,【视频：习近平参加湖北代表团审议】24日下午，中共中央总书记、国家主席、中央军委主席习近平参加十三届全国人大三次会议湖北代表团审议！央视新闻的微博视频  ,,无,无,无,5/24/20 21:19,紫宝宝的Android,763,90,75,,,,,,,,,,
J3s4SFlvr,"【中国外交好声音！3分钟回顾王毅记者会】①除了新冠病毒的肆虐，还有一种政治病毒也正在美国扩散。②中国无意改变美国，更不想取代美国，而美国也不可能一厢情愿地改变中国。③香港事务是中国内政，不容任何外来干涉。④坚决反对外部势力对""台独""分子""借疫谋独""予以鼓励和纵容！人民日报的微博视频  ",,无,"http://f.video.weibocdn.com/5cXQdC4Vlx07DwtqDkbm01041200bbG10E010.mp4?label=mp4_hd&template=272x480.24.0&trans_finger=6038099a530779e853bb78b617dbd3ab&Expires=1622346350&ssig=pSUfJRilIy&KID=unistore,video",无,5/24/20 22:04,紫宝宝的Android,969,222,149,,,,,,,,,,
J3vNR5j85,【近10万人死亡 特朗普却在打高尔夫】截至美国东部时间23日18时32分（北京时间24日6时32分），美国新冠肺炎确诊病例超162万例，死亡病例达96983例。但在这种情况下，美国总统特朗普却在打高尔夫球…央视新闻的微博视频  ,,无,"http://f.video.weibocdn.com/L27bAA17lx07DwxlMp4c010412003dxF0E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1622346349&ssig=7IEcImUaTx&KID=unistore,video",无,5/25/20 7:33,紫宝宝的Android,1426,180,353,,,,,,,,,,
J3wMOpfcs,【31省区市新增11例确诊病例，均为境外输入】5月24日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例11例，均为境外输入病例（内蒙古10例，四川1例）；无新增死亡病例；无新增疑似病例。　　当日新增治愈出院病例7例，解除医学观察的密切接触者461人，重症病例减少1例。　　境外输入现有确诊病例46例（含重症病例1例），现有疑似病例5例。累计确诊病例1724例，累计治愈出院病例1678例，无死亡病例。　　截至5月24日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例83例（其中重症病例7例），累计治愈出院病例78268例，累计死亡病例4634例，累计报告确诊病例82985例，现有疑似病例6例。累计追踪到密切接触者742506人，尚在医学观察的密切接触者5152人。　　31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者40例（境外输入2例）；当日无转为确诊病例；当日解除医学观察15例（境外输入2例）；尚在医学观察无症状感染者396例（境外输入28例）。　　累计收到港澳台地区通报确诊病例1551例。其中，香港特别行政区1065例（出院1030例，死亡4例），澳门特别行政区45例（出院45例），台湾地区441例（出院414例，死亡7例）。                  原图                             ,,http://wx3.sinaimg.cn/large/005Y2yg1ly1gf4guu2sfpj30u03jf1kj.jpg,无,无,5/25/20 10:03,紫宝宝的Android,532,43,105,,,,,,,,,,
J3x519yvZ,【香港警方拘捕至少120名涉非法集结暴徒】24日，香港警方表示，自中午12时起，大批暴徒在铜锣湾及湾仔一带集结，作出堵路、纵火焚烧杂物、投掷玻璃樽、破坏社区设施等违法暴力行为。截至下午4时半，警方共拘捕至少120人，其中大部分涉嫌非法集结。特区政府发言人随后发表声明，对暴徒非法集结及作出严重暴力违法行为予以强烈谴责，支持警方果断采取执法行动。发言人称，今日在铜锣湾及湾仔一带的暴行，显示“港独”和“黑暴”分子仍然猖獗，印证了就国家安全立法的必要性和迫切性！                  原图                             ,,http://wx3.sinaimg.cn/large/005Y2yg1ly1gf4drv9834j313o0u0k1q.jpg,无,无,5/25/20 10:48,紫宝宝的Android,747,70,147,,,,,,,,,,
J3xnlCoga,"【政协委员谈南方供暖需求问题】24日，全国政协委员、中国节能环保集团党委书记、董事长宋鑫表示，人们对幸福生活的追求不断提升，南方也有冬季供暖需求，已在贵阳建了一个清洁供暖项目，将南明河打造成""绿色空调""，为2.1万多户居民服务，可节能30%到40%，用户费用降低30%以上！人民日报的微博视频  ",,无,"http://f.video.weibocdn.com/kSUqYlmylx07DvOuMSBG01041200DuiF0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622346338&ssig=iPEMWPtYTv&KID=unistore,video",无,5/25/20 11:33,紫宝宝的Android,517,74,165,,,,,,,,,,
J3xDkoZRk,【发改委鼓励家庭储备医疗救助箱】国家发展改革委副主任宁吉喆称，以应对疫情为契机，倡导全社会形成健康消费观念和健康生活方式，鼓励家庭储备医疗救助箱。我们有4亿多家庭，都要有救治自救储备观念习惯。整合优化医疗健康资源和供应链，完善健康产业体系，扩大健康服务消费！中新视频的秒拍视频  ,,无,"http://miaopai.video.weibocdn.com/EY7oNrJblx07Dw05sitO010412004uUb0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622346337&ssig=nVi9pdgNkD&KID=unistore,video",无,5/25/20 12:12,紫宝宝的Android,372,57,111,,,,,,,,,,
J3xRZ632L,【人大代表：建议增加0–3岁婴幼儿免费体检频次】广西壮族自治区人大代表黄超称，关注近期问题奶粉事件，建议增加0-3岁婴幼儿免费体检频次，及时发现纠正婴幼儿身体发育中的问题。现行0-3岁婴幼儿免费体检有10次，但主要重点在1岁前。在18个月到2岁或2至3岁间，建议增加免费体检！人民日报的微博视频  ,,无,"http://f.video.weibocdn.com/47B1zMlplx07DuYCGUB201041200aiX30E010.mp4?label=mp4_hd&template=480x852.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1622346336&ssig=U3ya3TdoNy&KID=unistore,video",无,5/25/20 12:49,紫宝宝的Android,876,49,141,,,,,,,,,,
J3yjCBzft,"【夫妻之间工资条算不算隐私】人大法学院院长王轶称：""工资条对每个个体来讲，确实是私密信息，但是否构成隐私要看具体情况。如果是夫妻共同财产，那你的工资收入就是共同财产的组成部分，这时候不许对方知道恐怕不行；如果两人约定实行分别财产制，这时候就可以选择不告诉配偶！""央视新闻的微博视频  ",,无,"http://f.video.weibocdn.com/iIcIlX2wlx07Dw7EpPj201041200bMsS0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622346335&ssig=yiDTPIw1Ag&KID=unistore,video",无,5/25/20 13:57,紫宝宝的Android,532,49,115,,,,,,,,,,
J3zlX8MeF,"【澳门所有大中小学升国旗唱国歌全覆盖】政协委员贺定一：澳门在中央政府和内地大力支持下，坚定贯彻落实""一国两制""，创造了""澳门特色、澳门亮点、澳门经验""。澳门所有87所大中小学已实现升降国旗、奏唱国歌全覆盖。澳门青少年必将成为爱国爱澳、奋发有为的时代栋梁！澳门加油！央视新闻的微博视频  ",,无,"http://f.video.weibocdn.com/oeEN9Avplx07Dxw2qiQE01041201iBw20E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622346332&ssig=acfCa%2FOT2z&KID=unistore,video",无,5/25/20 16:35,紫宝宝的Android,1396,115,148,,,,,,,,,,
J3zsL8VDO,"【巩汉林谈观众为什么喜欢赵丽蓉】23日，全国政协委员巩汉林回忆赵丽蓉说，艺术要讲究不要将就，讲究出来的可以流传，将就的可能是""快餐""。很多观众喜欢她的表演，因为觉得她是身边人，其实她的创作过程付出很多。他希望互联网时代，价值取向、艺术情趣和艺术造诣都要做更好一点！人民日报的微博视频  ",,无,"http://f.video.weibocdn.com/beFK1D3Hlx07DwviVMkg01041200hK020E010.mp4?label=mp4_hd&template=860x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1622346331&ssig=qFdAUTjUHF&KID=unistore,video",无,5/25/20 16:52,紫宝宝的Android,1913,192,403,,,,,,,,,,
J3zV16Gun,【朱永新委员：建议建立网络游戏分级制度，通过人脸识别等防青少年沉迷游戏】全国政协委员、民进中央副主席朱永新呼吁建立网络游戏分级制度，通过人脸识别等技术实行未成年人登入网游时段、时长监管分级，防止青少年沉迷网络游戏。朱永新建议，从网络游戏类别、认证、时长、充值方面建立网络游戏强制分级制度，并由相关政府部门审核监管！图/人民日报                  原图                             ,,http://wx2.sinaimg.cn/large/005Y2yg1ly1gf4up4k48gj30j50rawhx.jpg,无,无,5/25/20 18:02,紫宝宝的Android,1722,144,242,,,,,,,,,,
