日期,热搜标题,热度,标签,新冠（0/1）,回应,Label-level-1,Label-level-2,Label-level-3
2019年11月17日11点数据,昙花绽放有多惊艳,235835,软新闻-休闲,,,,,
2020年06月29日11点数据,星巴克暂停所有社交媒体广告,194398,社会热点-社会热点,,,,,
2020年03月31日23点数据,能不能退下住宿费,400315,软新闻-休闲,,,,,
2020年01月02日23点数据,唐人街探案,648802,软新闻-娱乐圈,,,,,
2020年11月18日11点数据,黄龄 不要对我身边的人指指点点,913517,软新闻-娱乐圈,,,,,
2020年05月23日11点数据,待你不薄,1130146,软新闻-娱乐圈,,,,,
2020年01月16日11点数据,俄政府全体辞职,281583,国际新闻-国际新闻（与中国无关）,,,,,
2020年03月23日11点数据,麦当劳关闭英国所有门店,1666489,国际新闻-国际新闻（与中国无关）,,,,,
2020年08月12日23点数据,那些被误解的名人名言,117087,软新闻-休闲,,,,,
2020年08月09日11点数据,杨迪 我必须和你杠到底,2596665,软新闻-娱乐圈,,,,,
2020年12月17日23点数据,高梓淇祝福蔡琳,1746044,软新闻-娱乐圈,,,,,
2020年02月22日23点数据,武汉市委原秘书长蔡杰被双开,395428,犯罪与审判,,,,,
2020年11月12日11点数据,金希澈写外卖点评好认真,2013569,软新闻-娱乐圈,,,,,
2020年12月04日23点数据,2020年度十大流行语,1189507,软新闻-休闲,,,,,
2020年10月24日11点数据,当爱豆直面自己的黑历史时,195193,软新闻-娱乐圈,,,,,
2020年05月11日23点数据,夏天瘦不下来的原因,380203,软新闻-休闲,,,,,
2020年02月12日11点数据,宅在家里很焦虑怎么办,113822,软新闻-娱乐圈,,,,,
2020年06月25日23点数据,电饭煲粽子,192719,软新闻-休闲,,,,,
2020年10月04日11点数据,天官赐福,298160,软新闻-娱乐圈,,,,,
2020年12月21日11点数据,杨幂吴亦凡李现差点领错奖,600994,软新闻-娱乐圈,,,,,
2020年10月01日23点数据,江疏影的声音,423365,软新闻-娱乐圈,,,,,
2019年12月02日23点数据,当代年轻人的微胖标准,168630,软新闻-休闲,,,,,
2020年09月27日23点数据,林雨申替赵露思吃芥末,1545779,软新闻-娱乐圈,,,,,
2020年12月29日23点数据,vivo X60系列全新发布,2477796,软新闻-休闲,,,,,
2020年06月11日23点数据,教育部要求严格国际学生申请资格,3856874,社会热点-社会热点,,,,,
2020年02月01日11点数据,武汉蔬菜存量3.44万吨,513726,社会热点-社会热点,,,,,
2020年11月20日23点数据,小米将建年产能千万台手机的无人工厂,645092,软新闻-休闲,,,,,
2020年11月28日23点数据,狼殿下,479791,软新闻-娱乐圈,,,,,
2020年12月04日23点数据,恒大亚冠出局,304383,软新闻-娱乐圈,,,,,
2020年01月11日11点数据,学校给贫困生发春节路费,203940,社会热点-社会热点,,,,,
2020年10月08日23点数据,航拍京沪高速进京长队,322800,社会热点-社会热点,,,,,
2020年08月16日23点数据,王者荣耀代言人,2063528,软新闻-娱乐圈,,,,,
2020年03月24日11点数据,武汉新增确诊病例系医生,297804,社会热点-趋势,1,,,,
2020年11月16日23点数据,分别时偷偷挥手的老人,441778,软新闻-休闲,,,,,
2020年09月27日11点数据,女生间接性收拾东西症,521412,软新闻-休闲,,,,,
2020年08月03日11点数据,11岁男孩112轮双字飞花令夺冠,67057,软新闻-休闲,,,,,
2020年02月06日23点数据,最新疫情地图,419234,社会热点-趋势,1,,,,
2020年01月12日23点数据,汉王下线,264973,软新闻-娱乐圈,,,,,
2020年04月12日23点数据,iG让一追二,643172,软新闻-娱乐圈,,,,,
2020年01月12日11点数据,加大进口药品境外检查力度,468331,国际新闻-国际新闻（与中国无关）,,,,,
2020年03月17日11点数据,五角大楼出现37个确诊病例,670778,国际新闻-国际新闻（与中国无关）,1,,,,
2020年08月10日23点数据,把男朋友叫做普通朋友,378245,软新闻-休闲,,,,,
2020年01月16日23点数据,Lucky长大了,4870593,软新闻-娱乐圈,,,,,
2019年12月22日23点数据,外卖员疑因差评持刀伤人,425256,社会热点-社会热点,,,,,
2020年02月18日23点数据,易烊千玺撸猫,495410,软新闻-娱乐圈,,,,,
2020年10月04日23点数据,火神山只有战士不分男女,289391,社会热点-社会热点,,,,,
2020年11月03日23点数据,马云,1495220,软新闻-休闲,,,,,
2019年11月28日11点数据,孙杨事件现场视频,1615806,软新闻-娱乐圈,,,,,
2020年01月14日23点数据,耳机手链,236017,软新闻-休闲,,,,,
2019年11月16日23点数据,杨紫回应番位争议,2101051,软新闻-娱乐圈,,回应,,,
2019年11月21日23点数据,吴亦凡齐刘海造型,715897,软新闻-娱乐圈,,,,,
2020年07月13日23点数据,广东雷州发生一起猪口蹄疫疫情,172027,社会热点-社会热点,1,,,,
2020年08月25日23点数据,李尖尖真的给树洞投过稿,1586034,软新闻-娱乐圈,,,,,
2020年05月24日11点数据,喻言变温柔了,1512919,软新闻-娱乐圈,,,,,
2020年03月02日23点数据,JR为湖人试训,355837,软新闻-娱乐圈,,,,,
2020年12月21日23点数据,故宫延禧宫明日恢复开放,747208,软新闻-休闲,,,,,
2020年11月08日11点数据,杨政,349854,软新闻-娱乐圈,,,,,
2020年06月08日11点数据,功夫乌龟,237141,软新闻-娱乐圈,,,,,
2019年12月01日11点数据,路人看到朱一龙的表情,190564,软新闻-娱乐圈,,,,,
2020年11月22日23点数据,7岁女孩双手同时写字,267004,软新闻-休闲,,,,,
2020年12月06日23点数据,MAMA颁奖典礼上的消毒人员,2091595,软新闻-娱乐圈,,,,,
2020年02月15日23点数据,老计,608876,软新闻-休闲,,,,,
2020年10月18日23点数据,青岛应对疫情创下三个5天纪录,624030,社会热点-趋势,1,,,,
2020年11月07日23点数据,杭州17岁女生获顶尖科学家大会颁奖,533695,社会热点-社会热点,,,,,
2020年11月29日11点数据,搭讪路人偷拍上传涉嫌违法,99007,社会热点-社会热点,,,,,
2020年01月29日11点数据,山东新增26例新型肺炎,393210,社会热点-趋势,,,,,
2020年06月11日23点数据,没有毕业照好难过,166463,软新闻-休闲,,,,,
2020年04月21日11点数据,上学时女生之间的友谊,327072,软新闻-休闲,,,,,
2020年08月12日23点数据,琉璃,615714,软新闻-休闲,,,,,
2020年01月27日23点数据,云南推迟开学,263684,软新闻-休闲,,,,,
2020年09月14日11点数据,美国西部山火持续肆虐,82951,社会热点-社会热点,,,,,
2019年12月21日23点数据,我手里的钱vs父母以为的存款,200017,软新闻-休闲,,,,,
2020年05月08日11点数据,多地叫停学生体育课戴口罩,123294,社会热点-社会热点,,,,,
2020年08月20日23点数据,特朗普前顾问班农被逮捕,760376,国际新闻-国际新闻（与中国无关）,,,,,
2020年03月30日23点数据,500名武警雪中齐练刺杀,315303,社会热点-社会热点,,,,,
2020年07月05日23点数据,高考十大热搜专业,702984,软新闻-休闲,,,,,
2019年11月27日23点数据,暴风影音办公地人去楼空,845383,社会热点-社会热点,,,,,
2020年08月21日23点数据,李斯丹妮哭得太好笑了,1438365,软新闻-休闲,,,,,
2020年11月25日23点数据,顾耀东好会谈恋爱,297810,软新闻-娱乐圈,,,,,
2020年05月30日23点数据,虞书欣没声音,834837,软新闻-娱乐圈,,,,,
2020年03月05日23点数据,易烊千玺ins,470979,软新闻-娱乐圈,,,,,
2020年02月01日23点数据,想见你,605472,软新闻-休闲,,,,,
2020年05月12日11点数据,因集体感染事件韩国学校复课推迟,920202,社会热点-社会热点,,,,,
2020年01月26日23点数据,下一站是幸福,670422,软新闻-娱乐圈,,,,,
2020年08月27日23点数据,中南大学险胜宁波大学,216074,软新闻-休闲,,,,,
2020年12月11日11点数据,2020年只剩20天,195822,软新闻-休闲,,,,,
2020年07月04日23点数据,女子飙青藏高原致脑动脉瘤破裂,622466,软新闻-休闲,,,,,
2020年08月20日11点数据,贺子秋看见贺梅,102588,软新闻-娱乐圈,,,,,
2020年03月10日11点数据,伊朗20人为防新冠肺炎饮假酒身亡,299561,国际新闻-国际新闻（与中国无关）,1,,,,
2020年10月09日23点数据,沈逸,1261618,软新闻-娱乐圈,,,,,
2020年02月15日11点数据,韩红,1417127,软新闻-娱乐圈,,,,,
2020年07月05日23点数据,高铁小姐姐版无价之姐,221420,软新闻-娱乐圈,,,,,
2020年05月19日11点数据,清平乐大结局,99976,软新闻-娱乐圈,,,,,
2020年01月05日11点数据,袁泉看夏雨变魔术,1411909,软新闻-娱乐圈,,,,,
2020年04月24日11点数据,马頔淘汰,160326,软新闻-娱乐圈,,,,,
2020年03月21日11点数据,特朗普宣布关闭美墨边境,1101079,国际新闻-国际新闻（与中国无关）,,,,,
2020年04月23日23点数据,吃瓜耽误了你哪些事,607072,软新闻-休闲,,,,,
2020年02月05日23点数据,确保疑似确诊病例应收尽收应治尽治,1196839,社会热点-社会热点,1,,,,
2020年12月20日11点数据,天官赐福,401014,软新闻-娱乐圈,,,,,
2020年11月24日23点数据,村民自来水能点燃两年没解决,476351,社会热点-社会热点,,,,,
2020年03月22日23点数据,南京部分商场公园不再测体温,315291,社会热点-社会热点,,,,,
2020年11月08日11点数据,吴宣仪妆发,1184854,软新闻-娱乐圈,,,,,
2020年01月28日23点数据,明星年前体重大曝光,676470,软新闻-娱乐圈,,,,,
2020年12月03日11点数据,九尾狐传,266653,软新闻-娱乐圈,,,,,
2020年11月25日23点数据,巨蟹座曾经是龙虾座,437950,软新闻-休闲,,,,,
2020年09月24日11点数据,李思雨人设,485265,软新闻-娱乐圈,,,,,
2020年10月27日23点数据,花呗利率制定需符合监管有关规定,1054620,社会热点-社会热点,,,,,
2020年10月28日23点数据,女演员回应用数字代替台词,407987,软新闻-娱乐圈,,回应,,,
2020年03月24日11点数据,美国单日死亡病例数首次升至三位数,287267,国际新闻-国际新闻（与中国无关）,1,,,,
2020年07月03日11点数据,湖北连续两天10个0,175288,社会热点-趋势,,,,,
2020年06月29日11点数据,胡兵一个人跳舞,193061,软新闻-娱乐圈,,,,,
2020年11月24日23点数据,高晓松26天减重26斤,767993,软新闻-休闲,,,,,
2020年12月04日11点数据,四川广播电视大学更名为四川开放大学,398841,社会热点-社会热点,,,,,
2020年07月13日23点数据,江西湖北水位超警戒,207163,社会热点-社会热点,,,,,
2020年12月31日23点数据,青你3训练生舞台首秀,815687,软新闻-娱乐圈,,,,,
2020年09月26日23点数据,狗狗趁主人睡觉开冰箱偷吃,428381,软新闻-休闲,,,,,
2019年12月24日23点数据,耿爽尴尬不失礼貌的微笑,742309,软新闻-娱乐圈,,,,,
2020年02月06日23点数据,xiaolwl,318883,软新闻-娱乐圈,,,,,
2020年03月15日11点数据,假如有一天通知你开学了,607187,软新闻-休闲,,,,,
2020年07月24日23点数据,出租屋内安摄像头偷拍女生官员被免职,413994,社会热点-社会热点,,,,,
2020年10月18日11点数据,审计,454594,软新闻-休闲,,,,,
2020年05月09日11点数据,关晓彤同款生菜卷香菜,2698257,软新闻-娱乐圈,,,,,
2020年12月05日23点数据,张艺兴,946714,软新闻-娱乐圈,,,,,
2020年02月10日11点数据,湖北以外新增病例连降6天,317986,社会热点-趋势,1,,,,
2020年10月16日23点数据,新包装iPhone11也不送耳机充电器,395497,社会热点-社会热点,,,,,
2020年04月09日11点数据,被原生家庭伤害的角色,254857,社会热点-社会热点,,,,,
2020年03月03日23点数据,武汉将分批分步恢复正常医疗秩序,505169,社会热点-趋势,,,,,
2020年08月08日23点数据,印度坠毁客机一遇难者确诊新冠,147002,社会热点-社会热点,1,,,,
2020年05月29日11点数据,姜潮妈妈婚前给麦迪娜买房,3557995,软新闻-休闲,,,,,
2020年03月25日11点数据,美股,172559,社会热点-社会热点,,,,,
2020年06月22日23点数据,微博视频号,2161789,软新闻-休闲,,,,,
2020年10月26日23点数据,聋哑人被骗民警怒斥骗子不是人,316243,社会热点-社会热点,,,,,
2020年10月11日23点数据,青岛,321918,软新闻-休闲,,,,,
2020年04月28日23点数据,女生化妆后的迷之自信,238337,软新闻-休闲,,,,,
2020年08月07日11点数据,陈坤晴明造型,397815,软新闻-娱乐圈,,,,,
2020年06月10日11点数据,哈工大百年校庆无人机表演完整版,200924,软新闻-休闲,,,,,
2020年06月16日11点数据,2021QS世界大学排名,1151453,社会热点-社会热点,,,,,
2020年03月14日11点数据,湖北除武汉外连续9天零新增,514775,社会热点-趋势,,,,,
2020年04月15日11点数据,张雨剑喊话跟拍者,765368,软新闻-休闲,,,,,
2020年06月01日11点数据,易烊千玺 走啊泡脚去,250375,软新闻-娱乐圈,,,,,
2020年10月24日23点数据,舞蹈风暴,217973,软新闻-娱乐圈,,,,,
2020年07月27日11点数据,新疆现有确诊病例178例,109204,社会热点-趋势,1,,,,
2020年07月06日23点数据,令人惊叹的5G,1491777,社会热点-社会热点,,,,,
2020年03月07日23点数据,快乐大本营下期有黄景瑜,326190,软新闻-娱乐圈,,,,,
2020年06月25日23点数据,杨超越 我真的不能现场发挥,172340,软新闻-娱乐圈,,,,,
2020年06月05日11点数据,牛奶酸菜鱼,868730,软新闻-休闲,,,,,
2020年01月06日11点数据,寄生虫金球奖最佳外语片,471747,软新闻-娱乐圈,,,,,
2020年01月09日23点数据,Lisa身材,238618,软新闻-娱乐圈,,,,,
2020年04月18日11点数据,四川新增1例本土病例,506066,社会热点-趋势,1,,,,
2020年07月22日11点数据,新疆新增本土病例9例,1055231,社会热点-趋势,1,,,,
2020年12月24日23点数据,平安夜,1418021,软新闻-休闲,,,,,
2020年02月20日23点数据,无米炒饭,538342,软新闻-娱乐圈,,,,,
2020年01月12日23点数据,2020春节为何来得早,237072,软新闻-休闲,,,,,
2020年02月28日11点数据,科比追悼会纪念品被禁止拍卖,220660,社会热点-社会热点,,,,,
2019年11月20日23点数据,委屈的狐狸,176896,软新闻-娱乐圈,,,,,
2020年04月11日23点数据,刘德海去世,1178509,软新闻-娱乐圈,,,,,
2020年08月24日11点数据,CUBA处罚消极比赛球队,95126,软新闻-娱乐圈,,,,,
2020年07月27日11点数据,格尔木警方通报女大学生失联情况,752345,社会热点-社会热点,,,,,
2020年08月04日11点数据,二十不惑,206725,软新闻-娱乐圈,,,,,
2020年02月16日11点数据,我妈叫我起床的四个步骤,177636,软新闻-休闲,,,,,
2020年03月15日23点数据,房似锦弟弟窝囊,498220,软新闻-娱乐圈,,,,,
2020年12月10日23点数据,外交部宣布对美对等制裁,324129,国际新闻-中美关系,,,,,
2020年03月23日23点数据,有虎牙是怎样的体验,455062,软新闻-休闲,,,,,
2020年06月07日23点数据,虚拟男友,322480,软新闻-休闲,,,,,
2020年05月13日23点数据,吉林市疫情防控时间线,213423,社会热点-趋势,1,,,,
2020年08月18日11点数据,仝卓事件被写入公职人员学习读本,390965,社会热点-社会热点,,,,,
2020年04月22日23点数据,杭师大认领毛不易丁字步,967608,软新闻-娱乐圈,,,,,
2020年07月19日23点数据,周深工作室,862675,软新闻-娱乐圈,,,,,
2020年07月07日11点数据,还记得你当年的作文题吗,188996,软新闻-休闲,,,,,
2020年12月09日11点数据,四川新增4例本土确诊,3095145,社会热点-趋势,,,,,
2020年06月12日11点数据,高考前后的变化有多大,178815,软新闻-休闲,,,,,
2020年09月17日11点数据,英雄联盟,265137,软新闻-娱乐圈,,,,,
